gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
Arp2,1216.889867,2.855588253,1.314321121,2.172671661,0.029805038,0.146373405,
CG31869,59.42115128,3.50621474,1.613927447,2.17247358,0.02981996,0.146373405,
CG9062,606.538525,2.770582451,1.276133892,2.171075049,0.0299255,0.14677164,
MED11,670.6268573,-1.870767436,0.862102023,-2.170007014,0.030006315,0.146928314,
TpnC47D,47.85992795,-6.911305183,3.184607765,-2.170221796,0.029990048,0.146928314,
mip40,1482.518231,-1.074977884,0.495634635,-2.168891775,0.030090901,0.147102918,
CG2258,16.03337507,7.124879114,3.284930793,2.168958667,0.030085822,0.147102918,
Jheh2,120.5252229,4.59992817,2.122255825,2.167471101,0.030198951,0.147511204,
beta4GalT7,678.5698073,-1.550219813,0.715948078,-2.165268489,0.03036713,0.148212299,
CG5196,997.0994572,-2.952475823,1.363767155,-2.164941289,0.030392182,0.148214265,
p23,18855.97568,-1.142451839,0.52862197,-2.161188721,0.030680764,0.149500353,
DNAlig1,188.5237531,3.27474448,1.51710598,2.158546946,0.030885333,0.150375307,
CG7694,506.603744,-1.339496933,0.620779007,-2.157767768,0.030945892,0.15054826,
Sgs5,648.1053344,-4.245744939,1.969221906,-2.156052056,0.031079601,0.151076506,
E23,13.357752,5.874581928,2.725281303,2.155587359,0.0311159,0.151130783,
Spg7,57.60728461,6.93571808,3.218923173,2.154670276,0.031187645,0.151356991,
Arl4,3222.299402,-1.289258149,0.59872228,-2.153349212,0.031291244,0.151737298,
cyc,397.760869,3.086517133,1.435334176,2.15038225,0.031524991,0.152747601,
hpRNA:CR18854,149.4659183,2.664392516,1.24052184,2.147799765,0.031729666,0.153615523,
Fs,33.31612044,7.210638759,3.358602091,2.146916653,0.031799918,0.153831782,
lncRNA:CR43241,1040.809346,-2.166554396,1.01002353,-2.145053388,0.031948579,0.154426691,
dl,316.6246163,2.360046483,1.101186113,2.14318584,0.032098179,0.15502518,
ATPsynB,4538.427942,-1.036048391,0.4835424,-2.142621602,0.032143495,0.155119451,
RpL27A,13719.40345,-1.317352345,0.615887796,-2.13894861,0.032439831,0.156423979,
Hat1,980.7388002,-1.430950184,0.669909749,-2.136034274,0.03267662,0.157439518,
CG11722,377.0827421,-1.824957969,0.854957545,-2.134559757,0.032796988,0.157892944,
Mrtf,16.74654548,5.366316439,2.51718591,2.131871316,0.033017427,0.15882703,
EMRE,1225.636602,-1.614905363,0.758075701,-2.130269262,0.03314939,0.159088888,
Fas2,1304.265271,1.649121569,0.774124709,2.130304783,0.033146459,0.159088888,
Naa20A,1342.914094,-1.127363606,0.529217345,-2.130246896,0.033151235,0.159088888,
mRpS23,334.1361424,-1.009961949,0.474256742,-2.129567933,0.033207301,0.159230861,
l(1)G0289,420.8157018,3.936858237,1.850126384,2.127886112,0.033346527,0.159771051,
hth,1720.517538,-1.001477432,0.471275619,-2.125035523,0.033583649,0.160651138,
Iml1,9.775166255,5.420962781,2.550941349,2.125083269,0.033579665,0.160651138,
CG5953,220.4378938,-1.861873219,0.87712133,-2.122708862,0.033778256,0.161453619,
Diap2,735.8880738,-1.999329339,0.943116091,-2.119918595,0.034012911,0.162446095,
CG31712,376.1766229,-1.055505586,0.498725606,-2.116405438,0.03431034,0.163736567,
CG17105,334.181719,-3.202824042,1.513883306,-2.115634691,0.034375889,0.163919287,
SdhA,2259.277995,1.431754076,0.676944814,2.115023332,0.034427959,0.164037493,
pic,455.0137339,3.880369587,1.835082535,2.114547718,0.034468514,0.164100691,
ND-18,1266.266714,-1.008478543,0.477007916,-2.114175695,0.034500264,0.164121905,
TBCC,191.2193062,4.516684194,2.136746092,2.113814182,0.034531141,0.164138934,
CG1582,33.17461309,7.203693064,3.409164438,2.113037724,0.034597539,0.164324647,
Ranbp21,16.45704611,7.162563324,3.394064571,2.110320288,0.034830777,0.165301865,
sol,20.74283578,5.708521499,2.707516106,2.108397983,0.034996579,0.165957751,
Srp72,871.7759481,2.80384912,1.330151734,2.10791675,0.035038191,0.166024147,
mRpS2,1066.571859,-1.397137248,0.66365726,-2.105209016,0.035273118,0.166874317,
smt3,14491.71977,-0.724409365,0.344097071,-2.105247114,0.035269803,0.166874317,
Dscam1,139.0603893,4.638341133,2.20538808,2.103185909,0.035449522,0.167461963,
l(2)SH0834,712.548553,-1.140910271,0.542477988,-2.103145742,0.035453032,0.167461963,
Hrs,108.3637711,3.741308169,1.77969348,2.102220529,0.035533962,0.167712493,
RpL10Ab,11198.35402,-0.939330233,0.446963658,-2.101580779,0.035590015,0.167845302,
CG31360,473.5987366,-1.797502291,0.855490168,-2.101137289,0.035628916,0.16789708,
Vha55,2070.041886,0.838678519,0.399701294,2.098263205,0.035881901,0.168906323,
cpo,84.67711688,-6.56857843,3.130776936,-2.098066571,0.035899265,0.168906323,
RagA-B,685.9470529,-1.780661048,0.849267402,-2.096702457,0.036019923,0.168972047,
PGRP-LE,221.2313443,2.407369771,1.148204815,2.096637935,0.036025639,0.168972047,
cana,122.972724,4.794561168,2.286721714,2.096696392,0.03602046,0.168972047,
CG33941,1426.451991,-1.720645911,0.820529401,-2.09699483,0.035994033,0.168972047,
CROT,16.5642223,7.172733101,3.421846454,2.096158667,0.036068118,0.169039435,
PI4KIIIalpha,11.65538061,6.665581778,3.181188981,2.095311476,0.036143313,0.169259923,
mod(mdg4),724.9758752,3.126991644,1.494238736,2.092698824,0.036376048,0.170131886,
CG14057,1586.431967,-1.122441302,0.536389483,-2.092586333,0.036386098,0.170131886,
Blimp-1,21.48907721,4.968828331,2.375209722,2.091953517,0.036442674,0.170264024,
CAH3,210.5753581,3.267020177,1.562310078,2.091147092,0.03651488,0.170468925,
CG30105,425.9451439,-1.481863185,0.70879291,-2.090685676,0.03655625,0.170529659,
Cpr97Eb,1756.666309,-2.178398334,1.04259659,-2.089397141,0.036671988,0.170883025,
Ac78C,9.81256085,5.424121453,2.596254984,2.089209837,0.036688838,0.170883025,
CG31370,30.65475942,7.086748698,3.393299036,2.088453927,0.036756907,0.171067557,
Cisd2,947.4412149,-0.961318346,0.460375571,-2.088117629,0.036787225,0.171076245,
Zw,507.4406383,4.057731348,1.943765256,2.087562444,0.036837323,0.171176833,
mRpL37,178.4996463,2.894999479,1.387605748,2.086327102,0.036949003,0.17156321,
mEFTu2,1338.310718,-1.882200006,0.902771568,-2.084912808,0.037077216,0.172025693,
Fas1,1394.149133,2.854981386,1.369652004,2.084457495,0.037118573,0.172084794,
dbr,50.98482333,6.757472667,3.246710814,2.081328783,0.037403822,0.173273639,
CG8963,352.3381436,3.337914375,1.605010428,2.079683918,0.037554534,0.173837886,
Pgant3,29.99765217,7.057655048,3.399595963,2.0760276,0.037891398,0.175262291,
Cyt-b5,2779.265916,-0.746822202,0.360726853,-2.070326054,0.038421821,0.177579102,
CG18659,123.7485986,4.502421429,2.176532661,2.06862112,0.038581654,0.178180867,
CG8675,1327.667804,-1.308667594,0.632922943,-2.067657063,0.038672282,0.178462342,
CG1814,98.28136052,3.111906751,1.505319567,2.067273169,0.038708421,0.178492128,
CRIF,756.2542948,-1.596098806,0.772729857,-2.065532725,0.038872622,0.179111938,
mge,1962.834201,-1.025133184,0.496547199,-2.064523144,0.038968142,0.179414577,
Asator,535.3316552,-2.485654275,1.204255405,-2.064059057,0.039012117,0.179479619,
sba,96.66920071,-4.430853854,2.147296611,-2.063456828,0.039069246,0.179547534,
pre-rRNA:CR45856,30.50108119,-2.109313247,1.022313667,-2.063274037,0.039086599,0.179547534,
PGAP3,1231.289662,-1.381632665,0.67033601,-2.061104649,0.039293057,0.180358133,
Argk,9940.928682,1.173254825,0.569739342,2.059283497,0.039467088,0.181018767,
Arpc3A,4255.765571,-0.743818102,0.361349712,-2.058443875,0.039547544,0.181249527,
CG9143,264.6546412,3.263883669,1.586328373,2.057508221,0.039637365,0.18152283,
CG14671,878.199606,-1.789250709,0.87170273,-2.052592757,0.040112091,0.183557078,
CG3566,2675.97175,-1.451532527,0.707533473,-2.05153902,0.040214484,0.183885696,
Asciz,30.04544464,7.060249038,3.447571006,2.047890827,0.040570698,0.185232807,
RpL13,6067.704846,-1.060258515,0.517710421,-2.047975997,0.040562351,0.185232807,
S6k,335.6638521,3.794926114,1.854666829,2.046149775,0.040741637,0.185872127,
STUB1,1050.678996,-1.41594885,0.692501008,-2.044688505,0.040885578,0.186387398,
CG14543,381.8227316,-1.197267036,0.586038343,-2.042984133,0.041054009,0.187013451,
CG13751,695.1845492,-0.988722206,0.484704885,-2.0398437,0.041365896,0.188291545,
Abi,127.2174561,5.219355578,2.560147007,2.038693702,0.041480607,0.188385867,
RpLP2,10224.54344,-1.19989664,0.588424989,-2.039166694,0.041433394,0.188385867,
PhKgamma,981.4895825,-1.967729622,0.965098825,-2.038889253,0.041461082,0.188385867,
Spn43Aa,45145.84095,1.48636511,0.7299401,2.036283675,0.041721878,0.189338606,
l(3)87Df,416.9114271,-1.736569586,0.852944795,-2.035969498,0.041753418,0.189338842,
CG9034,794.0478949,-1.254341328,0.616455143,-2.034764965,0.041874528,0.18974494,
AdipoR,1964.138955,-1.147237057,0.563976483,-2.034193078,0.041932132,0.189862885,
svr,109.5304202,3.624103336,1.784793936,2.030544403,0.042301232,0.191390001,
alphaTub84B,16292.98276,0.770099969,0.379791076,2.027693691,0.04259152,0.192558503,
Lint-1,608.2860634,-1.746031888,0.861639416,-2.026406702,0.042723125,0.193008377,
Duox,16.06321433,7.127432014,3.518459794,2.025725014,0.042792972,0.193178784,
CG14117,42.03471433,4.545291014,2.244245989,2.025308739,0.042835672,0.193226477,
Tailor,430.6133417,2.850076663,1.407671575,2.024674444,0.042900804,0.193230365,
Rack1,2925.744471,-0.707914757,0.349595784,-2.024952217,0.042872271,0.193230365,
CtBP,1236.688995,2.357488915,1.164888599,2.023789156,0.04299185,0.193312925,
Rlip,207.8044783,3.418951211,1.689712103,2.023392746,0.043032672,0.193312925,
RpS17,8719.13585,-1.139849926,0.563376671,-2.023246585,0.043047731,0.193312925,
NC2beta,375.6023223,-1.271844435,0.628543531,-2.023478682,0.043023819,0.193312925,
CG13742,13.78778817,6.906838803,3.415711468,2.022079109,0.04316818,0.193709153,
CG13220,3288.715552,-1.044045116,0.516650945,-2.020793972,0.043301097,0.194160699,
CG42663,11.15056359,6.601877688,3.267483873,2.020477513,0.04333388,0.194162908,
CG14104,189.8396035,-2.051334458,1.01589807,-2.019232558,0.043463054,0.194596681,
CYLD,93.60552858,4.763968014,2.359787851,2.018811993,0.043506764,0.19464745,
Hip1,15.00327893,7.029920242,3.487316363,2.015853886,0.043815257,0.195881888,
Cyp6v1,14.3916459,6.968791573,3.458357449,2.01505821,0.04389855,0.196108456,
CG8372,1137.028112,-0.594647505,0.295704259,-2.010953468,0.044330372,0.197807583,
CG31812,11.09597478,5.604662757,2.787255194,2.010817944,0.04434469,0.197807583,
nahoda,479.480282,-1.99688518,0.994657024,-2.007611802,0.044684559,0.199175875,
Met,75.09757227,4.467472896,2.226897146,2.00614245,0.044841052,0.199725367,
DCP1,147.7592538,4.35975712,2.175215913,2.004287066,0.045039319,0.200349413,
cl,2440.918879,-0.835243108,0.416809444,-2.003896795,0.045081117,0.200349413,
lft,981.4042942,1.140590509,0.569128749,2.004099269,0.045059428,0.200349413,
rt,117.57966,4.072072782,2.033032486,2.002955097,0.045182108,0.200649939,
sei,25.69131345,6.830433438,3.411382342,2.00224799,0.045258067,0.200838933,
apn,13.5375584,6.881916924,3.438337494,2.001524555,0.04533589,0.20103592,
Neb-cGP,4468.557134,-0.940733909,0.470154236,-2.000904888,0.045402641,0.201183551,
Pen,853.749371,2.177996694,1.090817936,1.996663807,0.045861716,0.203068115,
kuz,721.9362631,-1.427326316,0.715103915,-1.995970496,0.045937134,0.203252383,
CG30010,359.0751489,-1.958402556,0.981462893,-1.995391338,0.046000215,0.203269818,
Idgf3,28.25993243,6.969098746,3.492733503,1.995313624,0.046008685,0.203269818,
CG44002,26.69518393,6.885566556,3.452537673,1.994349435,0.04611388,0.203584994,
RpS9,1996.47785,-1.322961271,0.664110786,-1.992079181,0.046362371,0.204531868,
Nulp1,830.530658,2.672574436,1.341937446,1.991579,0.046417269,0.20462393,
Gel,417.644867,-2.809417618,1.411226746,-1.990762737,0.046506978,0.204799018,
Mfe2,983.4383052,1.624463775,0.816068243,1.990597955,0.046525105,0.204799018,
CG4702,13.14174544,5.854662841,2.942432936,1.989735355,0.046620096,0.204861533,
RAF2,70.09874964,4.363371782,2.19315495,1.989541041,0.046641517,0.204861533,
Fatp1,806.6337868,-3.054238936,1.534935948,-1.989815236,0.046611292,0.204861533,
nito,232.4867439,4.325271806,2.175439839,1.988228646,0.046786408,0.205347936,
msps,23.565534,5.030857109,2.532819685,1.986267375,0.047003643,0.206150916,
Rpe,1946.182606,-1.079992354,0.543864897,-1.985773232,0.047058509,0.20624112,
mRpL36,1072.579748,-1.089315717,0.548896191,-1.984556888,0.047193793,0.206683377,
Vps15,11.7298374,6.674647412,3.364151933,1.984050526,0.047250208,0.206779839,
RhoGAP15B,10.57847284,6.524471306,3.289724145,1.983288269,0.047335239,0.207001303,
Spp,2452.768725,2.350720467,1.187586639,1.979409662,0.047769902,0.208750304,
Rrp6,121.7496504,4.446222053,2.248921421,1.977046424,0.048036383,0.209702105,
Mgat2,25.77609427,6.835363313,3.457687123,1.976859985,0.048057459,0.209702105,
CG33306,28.1436983,6.965325586,3.525355157,1.975779822,0.04817972,0.210083143,
CG11127,1209.243018,-1.017676782,0.515329612,-1.974807497,0.048289998,0.210259057,
HSPC300,2647.541406,-1.780731562,0.90160427,-1.975070018,0.048260203,0.210259057,
Syx18,1634.467876,-1.046389115,0.530356252,-1.972992892,0.048496372,0.210722408,
Lst,639.4521762,-2.59526394,1.31531512,-1.973111919,0.048482813,0.210722408,
Drak,75.5395536,3.709680584,1.880273378,1.972947459,0.048501549,0.210722408,
Hsc70-5,618.156799,1.081774208,0.548669844,1.971630517,0.048651801,0.211222584,
Psf3,325.3087521,-1.774574031,0.900720814,-1.970171005,0.048818775,0.211794586,
CG11103,355.3003574,-1.592759328,0.808824165,-1.969228167,0.048926896,0.212110616,
UQCR-11,11316.58462,-1.152972482,0.585616363,-1.968818762,0.048973907,0.212161457,
CG11523,886.0015307,-1.309420621,0.665814829,-1.966643823,0.049224288,0.213092614,
Golgin245,219.0205728,3.795858216,1.931417734,1.965322234,0.049376954,0.21347336,
CG15309,11.39341157,6.632952521,3.375088281,1.965267859,0.049383244,0.21347336,
CG31313,399.5874434,-5.332807424,2.714255458,-1.964740426,0.049444288,0.213583697,
lncRNA:CR42491,55510.53362,-1.0753811,0.547558213,-1.963957574,0.049535012,0.213758714,
CG16903,272.8611564,2.863295275,1.458054851,1.963777475,0.049555903,0.213758714,
Cpr51A,695.9563593,-0.797973762,0.407046537,-1.960399335,0.049949134,0.215300459,
SelT,2910.63357,-0.686874432,0.350501044,-1.959692969,0.050031687,0.215501817,
CG9948,503.3529195,-2.006608123,1.024326682,-1.95895329,0.050118257,0.215720173,
fz4,53.02095982,3.844496964,1.962970829,1.958509473,0.050170261,0.21578954,
Pnn,100.06513,3.510894853,1.793227012,1.957864136,0.050245957,0.215960644,
e(y)2,556.9287233,-1.222863936,0.624884692,-1.956943341,0.05035413,0.21611662,
Dap160,98.07474932,6.399323929,3.269912656,1.957032068,0.050343698,0.21611662,
lncRNA:CR43256,261.3606701,-1.552062717,0.793303189,-1.956455916,0.050411471,0.216208398,
CG1116,687.4997492,-1.442473895,0.737534019,-1.955806591,0.050487942,0.216382036,
Crag,60.21062606,3.196972058,1.635529982,1.95470098,0.050618374,0.216786528,
kek1,1585.731466,-1.048395841,0.536579076,-1.953851516,0.05071878,0.217061938,
Hel89B,10.59641398,6.528326667,3.342842728,1.952926655,0.050828287,0.21734038,
5PtaseI,270.8432514,-4.848478557,2.482971792,-1.952691759,0.050856131,0.21734038,
Sodh-2,303.2259609,-1.459533866,0.747882523,-1.951554986,0.050991062,0.217762256,
Ccz1,36.39092214,6.54095212,3.354000763,1.950193987,0.051153002,0.218298795,
Osi24,13.17884311,6.841101551,3.510190289,1.948926123,0.051304248,0.218788966,
Odj,155.3104245,-2.399252329,1.23299764,-1.94586936,0.051670434,0.219727243,
ND-30,2352.787153,-1.392737947,0.715529018,-1.946445095,0.051601297,0.219727243,
CG8336,751.4950764,-1.706502787,0.876855014,-1.946163003,0.051635162,0.219727243,
Tango4,378.5341667,4.28559552,2.201675961,1.946515107,0.051592895,0.219727243,
COX5A,6986.55967,-0.875396381,0.450110932,-1.944845854,0.051793533,0.219991715,
CG3939,1143.937568,-1.066622347,0.548464145,-1.944743985,0.051805799,0.219991715,
Tim23,3421.963037,-0.931328015,0.479415961,-1.942630391,0.052060832,0.22091869,
RpL10,17141.96051,-0.454644982,0.234108328,-1.942028226,0.052133683,0.221071818,
CG10376,197.8094922,3.363959079,1.733885899,1.940127134,0.052364241,0.221893011,
lawc,1562.243025,-0.958587726,0.494223747,-1.939582491,0.05243045,0.222017112,
Obp99a,397.8403581,-4.904487188,2.529196315,-1.939148479,0.052483261,0.222084341,
HIPP1,1232.41351,-0.774529615,0.399656486,-1.937988354,0.052624643,0.222526006,
nonA,786.542849,-1.9673433,1.015492214,-1.937329774,0.052705045,0.222709371,
CG16786,380.5129927,3.244708367,1.676178936,1.935776842,0.052895038,0.223355243,
CG3348,105.882503,-4.925542617,2.545619715,-1.934909047,0.053001458,0.223490719,
Cul3,237.4144302,3.652155018,1.887290131,1.935131731,0.052974133,0.223490719,
bor,655.9674237,3.409603602,1.762917031,1.93406924,0.053104615,0.223612081,
CG31937,1806.588177,-0.778070134,0.402288117,-1.934111649,0.053099402,0.223612081,
CG13678,1614.648017,-1.2596837,0.651542167,-1.933387837,0.053188439,0.223808314,
CG11791,1716.898004,-1.291514037,0.668587518,-1.931705278,0.053395893,0.224524129,
Scox,1338.618697,-0.989561655,0.512407577,-1.931200277,0.05345829,0.22454735,
CG7840,170.8278608,3.676720927,1.903994779,1.931056202,0.053476103,0.22454735,
Nuf2,24.38905237,6.754071292,3.49826599,1.93069118,0.053521254,0.224580113,
Arp3,7399.764998,0.783516933,0.406045508,1.929628375,0.0536529,0.224975516,
Ptp10D,1157.613101,-1.648481797,0.85471232,-1.92869783,0.053768386,0.225151797,
Sec71,15.60409835,5.034089283,2.610113167,1.928686214,0.053769829,0.225151797,
Tsp42Ef,1280.06791,-1.468949029,0.761893885,-1.928023125,0.05385225,0.225339999,
CG41128,3202.335328,-1.097316874,0.569918038,-1.925394182,0.054180063,0.226482474,
CG31100,27.28015618,6.920039013,3.594396322,1.925229828,0.054200612,0.226482474,
CG2211,699.5414341,-1.880679398,0.977391251,-1.924182764,0.054331679,0.226872489,
CG4716,378.0642906,-3.534667261,1.839902611,-1.921116498,0.054717022,0.228323007,
VhaM9.7-b,2037.654785,-0.742113916,0.386473744,-1.920218199,0.054830344,0.22863721,
mt:ND2,3242.539722,-2.122664238,1.106415378,-1.918505726,0.055046917,0.229381227,
CG5254,659.8123414,-1.7700118,0.923705109,-1.916208737,0.055338532,0.230436697,
ash1,35.51287648,6.454189337,3.369250249,1.915615897,0.055414005,0.230591287,
Oatp30B,30.96237754,4.693075213,2.45132213,1.914507749,0.05555531,0.231019418,
Obp99c,501.2422822,-5.173538078,2.70601005,-1.911869499,0.055892935,0.232262762,
CG7457,12.58918577,6.776751653,3.545461646,1.911387664,0.055954781,0.232359183,
Cpr12A,683.4929899,2.010840763,1.052548153,1.910450137,0.056075281,0.232538388,
CG31955,1758.185898,-1.390895612,0.727995112,-1.910583725,0.056058097,0.232538388,
cactin,26.72501366,6.890274256,3.613083442,1.907034356,0.056516139,0.23420506,
CG8927,428.4956606,-3.266956007,1.714399445,-1.905597914,0.056702393,0.234253828,
nbs,154.1213893,3.630351152,1.904591819,1.90610456,0.056636641,0.234253828,
CG10555,100.0541486,2.576441547,1.35204386,1.905590213,0.056703393,0.234253828,
CG7289,235.7854755,4.270369523,2.24114431,1.905441566,0.056722696,0.234253828,
REPTOR-BP,1488.441468,-1.631725651,0.856126684,-1.905939485,0.056658057,0.234253828,
CG12818,30.07670579,3.822206501,2.006822109,1.904606533,0.056831237,0.234540993,
