,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
Rab3-GAP,100.3450664,7.11908332,1.972222302,3.609675904,0.00030658,0.003400144,
Pex19,616.5638897,-0.606695689,0.549310477,-1.104467718,0.2693903,0.620727629,
CG6712,296.7230241,1.373221533,1.850825919,0.741950671,0.458117223,0.795748534,
Mt2,187.2596828,1.868239673,1.944388733,0.960836504,0.336634381,0.690899752,
Ced-12,462.4411879,-1.046315131,1.656476318,-0.631651126,0.527614871,0.840101428,
ThrRS,1659.344975,0.739714037,0.784752317,0.942608287,0.345881299,0.702398839,
Rab6,1723.124183,-0.622874317,0.608121203,-1.024260155,0.305712413,0.65775167,
CG6583,1831.694189,0.005855073,0.543560206,0.01077171,0.991405585,0.997642054,
crok,2168.944061,-0.100299687,0.742456093,-0.135091742,0.892539339,0.980508211,
atilla,210.8479805,-1.967341435,1.199274336,-1.640443204,0.100913048,0.339307249,
CG31759,80.15069332,7.600096185,3.251792196,2.337202295,0.019428668,0.105352131,
bru2,501.0139197,-2.520630104,1.679234763,-1.501058792,0.133340356,0.406027963,
vir-1,8197.114099,-0.509189519,0.636621465,-0.799830899,0.423808778,0.768161578,
CG5446,721.6136241,-0.155648543,1.541567121,-0.100967737,0.919576072,0.983552725,
CG6388,783.1753361,-0.32250629,1.381614938,-0.233427043,NA,NA,
SC35,3619.47022,-1.208563193,0.361910738,-3.339395785,0.000839608,0.008170892,
eRF3,1087.409645,-0.608544927,1.118940839,-0.543858,0.586539193,0.867038206,
bun,472.5792767,0.088981751,0.662340776,0.134344365,0.893130273,0.980541604,
CG43051,360.45508,-0.184116757,0.863943693,-0.213111987,0.831239615,0.960492718,
CCT4,4403.730846,-0.611296523,0.485260878,-1.259727604,0.207767644,0.534935703,
CG6153,189.5881863,-0.527764923,1.950303677,-0.270606536,0.786693668,0.950954026,
IFT43,28.01597222,6.194041624,3.154009016,1.963863005,0.049545981,0.21112038,
CG5776,102.8350687,10.00260181,2.635136546,3.795857115,0.000147134,0.001847981,
spict,1512.136956,-3.816782831,0.953774234,-4.001767606,6.29E-05,0.00090356,
CG6180,2105.114411,0.141118435,0.507494976,0.278068634,0.780959673,0.950645363,
CG5787,181.2785212,1.519307223,2.719797281,0.558610465,0.576427597,0.861654682,
Pih1D1,347.5170599,1.211554727,0.862758395,1.404280426,0.160235361,0.458832984,
MRP,175.737162,3.622818114,2.119421903,1.709342585,0.087387509,0.307767394,
kek1,1862.986851,-0.00945173,0.64385316,-0.014679946,0.988287518,0.997642054,
Vha68-2,3266.697671,-0.122954066,0.456925095,-0.269090203,0.787860269,0.950954026,
Yip1d1,1030.568328,-1.461262555,0.462702716,-3.158102393,0.001587998,0.014015391,
Tor,52.15635928,9.022895354,2.948719321,3.059937001,0.002213836,0.018379838,
CG9934,69.58547946,4.350620762,2.486314679,1.749827083,0.080148156,0.292291598,
A16,521.6149713,-0.710353202,1.017424165,-0.698187862,0.485059717,0.814193675,
CG9932,279.0863222,-1.553348018,1.114101246,-1.394261091,0.163238776,0.463535036,
DnaJ-H,124.1839363,0.328578954,2.144428721,0.15322447,0.878221261,0.976276726,
Sirt1,83.80350891,1.268188609,2.886322875,0.439378636,0.660387204,0.904150066,
CG5439,447.4102603,-1.613790964,1.907494971,-0.846026327,0.397538058,0.74703603,
CG5287,214.5144894,2.694160643,2.12819588,1.265936405,0.205535851,0.531985792,
CG31849,387.0587761,-1.800792814,2.775089663,-0.64891338,0.516394366,0.832519496,
CG16974,704.7164004,4.297646631,1.715035571,2.505864428,0.012215245,0.073945631,
Edem2,146.7636108,9.552115305,1.838690791,5.19506344,2.05E-07,6.72E-06,
CG16972,61.75281964,9.266535956,2.800766892,3.308570942,0.000937734,0.008977202,
Pect,722.5649269,-1.766275205,1.42968645,-1.235428373,0.216671119,0.546290472,
CG9426,61.64655292,9.264116509,3.076842108,3.010917097,0.0026046,0.021146182,
mRF1,122.8908819,-2.575743186,2.744626078,-0.938467796,0.348004059,0.703079939,
Ski6,853.0486054,-0.577452625,0.609882292,-0.946826351,0.343727272,0.699836821,
CG16812,175.7877257,0.75535268,2.648378884,0.285213224,0.77548079,0.948032452,
CG16820,867.0807353,1.062602908,0.717275422,1.481443355,0.138488469,0.416812709,
l(2)k05911,5338.935166,1.752703298,0.879446755,1.992961243,0.046265691,0.202362007,
Uvrag,102.8854738,10.00321733,2.460682372,4.065220868,4.80E-05,0.000710498,
CG31729,218.5390251,1.87529434,2.258702705,0.830252842,0.406395845,0.75451509,
Nnp-1,1145.454505,0.217663309,1.739334069,0.12514175,0.900411331,0.982190729,
CG6523,670.9133376,-0.183247645,0.740285045,-0.247536603,0.804492968,0.955743427,
Tap42,232.5722659,5.275576293,2.104042906,2.50735205,0.012163949,0.073711024,
CG31855,426.8460402,-0.35553805,0.660995211,-0.537882944,0.590657864,0.869050612,
ND-B22,2226.696866,-1.129355352,0.460177765,-2.454171928,0.014120945,0.082672225,
Bdp1,148.8542097,1.055181327,2.332009959,0.452477196,0.650925246,0.89963287,
CG6565,960.4932356,0.031500986,1.586624955,0.019854085,0.984159773,0.99698659,
CG9302,909.579731,-0.138055617,1.445174601,-0.095528677,0.923894914,0.983898352,
beta'COP,1993.105401,2.669036209,1.44534447,1.846643665,0.064798801,0.25291325,
loqs,160.2780421,-0.212553638,1.412224578,-0.1505098,0.88036242,0.976276726,
Ing5,226.4482914,-0.157062577,1.098205209,-0.143017512,0.886276351,0.978475006,
CG7099,7.957651785,1.122421566,3.751223305,0.299214809,0.76477615,0.944193884,
RpL24,4388.047082,-1.082193678,0.640573597,-1.689413492,0.091140217,0.315873937,
CG7110,173.2512346,1.06899132,2.654831314,0.402658848,0.687199211,0.914713278,
Hacd2,1319.757322,-1.430790311,0.530486856,-2.697126791,0.006994063,0.046940011,
B4,27.47984243,8.098537447,3.159149216,2.563518496,0.010361718,0.06439045,
kuz,655.2082596,-1.253753167,0.76072118,-1.648111293,0.099329835,0.335552168,
ics,514.2952949,-1.287393956,1.071078435,-1.201960485,0.229378838,0.564101932,
CG18507,215.3898249,3.184409535,1.156649597,2.753132446,0.005902801,0.041354785,
TM9SF4,1978.027506,0.558695684,0.632421118,0.88342351,0.377007493,0.729667985,
p38b,1420.227396,-1.037949217,1.104475087,-0.93976698,0.347337099,0.703079939,
CG16890,117.6220932,0.146439341,3.590906653,0.040780604,0.967470802,0.993499891,
Eato,63.07607003,2.160152586,3.157543523,0.684124406,0.493896612,0.818007697,
Sec71,164.134193,8.686322472,2.021463691,4.297046003,1.73E-05,0.000300893,
CAH1,288.6100007,-0.542888693,0.782350803,-0.693919775,0.487732521,0.815317705,
Adat1,42.86339706,-1.33530744,3.341559753,-0.399606034,0.689446712,0.915834524,
CG16865,195.3965416,-1.677007108,2.871704229,-0.583976264,0.559236281,0.853932315,
tam,107.5847398,10.06766146,2.19768967,4.581020515,4.63E-06,9.64E-05,
Arpc1,1215.904716,-0.451128026,1.227215097,-0.367603061,0.713169232,0.926377095,
RpII33,151.7016567,5.336137857,1.504273631,3.547318618,0.000389174,0.004189675,
mRpS23,325.0931372,-0.579708818,0.756125983,-0.766682842,0.443270107,0.781545164,
CenG1A,165.1040821,2.054291336,2.615413323,0.785455713,NA,NA,
Smg5,90.07674914,7.288626782,1.696676828,4.295825028,1.74E-05,0.000300893,
Ance,1643.7792,-0.62126004,0.90386314,-0.687338616,0.49186937,0.816728192,
NimB2,100.5213549,-1.908543159,1.79716652,-1.061973466,0.288247731,0.638393654,
NimB3,70.02845614,-4.162389938,3.734563244,-1.114558696,NA,NA,
He,21.08591433,-8.358848642,3.909065947,-2.138323772,0.032490474,0.156797216,
rk,35.18846519,8.455311771,2.965344428,2.851375945,0.004353047,0.032347926,
mTTF,204.7356782,-0.235661005,1.942325909,-0.121329281,0.903430229,0.982806814,
l(2)34Fd,496.5036685,-0.914784085,2.00130931,-0.457092804,0.647604342,0.898365326,
Rab14,340.5170995,0.924419148,1.001559515,0.922979748,0.356017759,0.712035519,
elB,163.0305769,2.628277291,2.465506064,1.066019398,0.286414873,0.63762676,
noc,181.6928138,2.895168942,2.429850265,1.191500967,0.233456977,0.569573049,
CG15282,109.357817,-2.28227918,1.39981936,-1.630409783,0.103014918,0.344242007,
CG31775,24.61710873,-4.436975929,2.202804496,-2.014239546,0.04398439,0.194977558,
CG42586,8.159178811,-3.141707905,2.497509151,-1.257936494,0.208414724,0.53636679,
CG34166,1814.999172,-2.862835374,0.980291836,-2.920390917,0.003495926,0.027253383,
CG42587,9.427779726,-5.180321576,3.857441163,-1.342942473,0.179290602,0.49384731,
mol,53.56389503,1.659161181,3.729722544,0.44484842,0.6564293,0.902360015,
DCTN5-p25,212.827764,-0.776341201,1.613221236,-0.481236661,0.630348308,0.890670037,
l(2)35Be,1065.381636,-0.752141526,0.724966211,-1.037484939,0.299509911,0.64987791,
NC2beta,331.5129033,-1.22250402,0.69823264,-1.750854872,0.079970912,0.291968335,
THG,170.0088898,-1.51070607,2.763349248,-0.546693861,0.584589072,0.865327265,
Rnmt,207.3743357,2.266589333,1.859516537,1.218913243,0.222877123,0.555821692,
yellow-c,101.2174787,9.979502503,2.630024099,3.794452875,0.000147969,0.001850562,
CIAPIN1,633.9206145,-0.122830329,1.040552206,-0.118043409,0.906033263,0.982806814,
Su(H),93.83515975,1.348898842,2.230363541,0.604788779,NA,NA,
ck,72.40623254,9.496174216,2.897012713,3.277919414,NA,NA,
TfIIS,834.0797822,-0.388949172,0.736240618,-0.528290837,0.59729749,0.873275193,
vig,2103.976735,0.013469489,0.627788861,0.021455444,0.982882346,0.99698659,
stc,121.913787,4.192712863,3.309019868,1.267055814,0.205135333,0.53141714,
Pol32,110.1109365,-1.648302825,2.8446016,-0.579449447,NA,NA,
Uxt,880.659872,-1.250675602,0.521290017,-2.399193464,0.016431231,0.092778842,
yuri,72.16239661,0.362181653,3.727381234,0.097167859,0.922593092,0.983552725,
Cul3,335.3363487,4.377321023,1.574289327,2.780506065,0.005427425,0.038669578,
UK114,582.2929442,-2.306182881,0.910773352,-2.532115018,0.011337679,0.069591199,
esg,24.45789677,5.993284827,3.36176094,1.782781386,0.074621897,0.279294603,
lace,156.9641056,2.446492265,2.051584044,1.192489419,0.233069397,0.569573049,
CycE,54.41671302,0.334106417,2.703652951,0.123575926,0.901651055,0.982190729,
ND-B17,959.2533026,-1.047683894,0.825715309,-1.268819753,0.204505358,0.531189791,
Mtr4,517.1420958,-0.674616944,2.030492215,-0.332243059,NA,NA,
Gli,206.0226764,1.684508255,2.576755206,0.653732357,0.513284253,0.829553158,
CG3793,820.0851966,-1.07976912,0.683367623,-1.580070643,0.114090689,0.368677885,
wek,99.43177249,1.597726741,2.997765503,0.532972556,0.594052578,0.872088176,
Ku80,241.1084859,-0.220531913,2.660511163,-0.082890805,NA,NA,
PRL-1,301.6716268,1.307459825,1.593998424,0.820239095,0.412079819,0.759036175,
EndoGI,1221.840741,-1.575240729,0.816370198,-1.929566675,0.053660551,0.223190843,
twe,148.2210269,-3.251798538,2.077681281,-1.565109417,0.117557256,0.376114995,
CG4935,149.1676955,4.144901275,2.347699151,1.765516367,0.077477022,0.285523471,
crp,153.7874744,-0.032268674,2.230971253,-0.014463958,0.988459834,0.997642054,
pkaap,81.6613945,-0.589178305,3.727003091,-0.158083664,0.874390873,0.975005085,
heix,73.79602983,9.523594841,2.544432903,3.742914514,0.000181898,0.002213659,
CG17328,39.77779835,6.715845754,2.342947303,2.866409221,0.004151572,0.031205806,
GMF,1128.30792,-1.717079444,0.917412227,-1.871655285,0.06125431,0.244245204,
CG5861,717.4447779,-0.062909598,0.714496102,-0.088047503,0.929838921,0.984993732,
Syx5,1937.401901,-0.434593402,0.406406049,-1.069357612,0.28490856,0.636281351,
cni,1450.971339,-0.221096029,0.401591654,-0.550549362,0.58194263,0.863802722,
fzy,87.602404,0.453814162,2.454714351,0.18487453,0.853327449,0.969720911,
cact,246.8652589,2.030143374,2.47608216,0.819901458,0.412272285,0.759036175,
CG4278,482.9403985,-0.412045664,1.791093766,-0.230052536,0.818050946,0.958883694,
mRpL4,249.8938514,0.281918834,1.257419424,0.224204294,0.822598342,0.959922149,
chif,116.118421,3.316680314,2.142158931,1.548288629,0.121552821,0.384738326,
CG4455,1065.269969,0.531941124,1.506848699,0.353015618,0.724076732,0.93131795,
CaBP1,4042.770478,-0.285443318,0.516659131,-0.552478997,0.580620221,0.863365964,
Idgf2,294.0149818,-0.170760782,2.591374947,-0.065895822,0.947460767,0.990211804,
Idgf3,19.78500159,6.647059483,3.908360945,1.700728151,NA,NA,
Tpr2,558.4440073,2.101405731,1.387757056,1.514246116,0.129963429,0.399960753,
CG5953,186.9521574,-2.035178381,1.37864354,-1.47621798,0.139885384,0.418920215,
mtgo,838.5474145,-0.85011167,1.111652126,-0.764728147,0.444433442,0.782344196,
her,183.7305605,1.923018217,1.806055039,1.064761691,0.286983785,0.638007069,
grp,841.3260246,-0.496109508,0.772501158,-0.642211993,0.520735547,0.836764228,
squ,98.00278924,0.983635003,2.391325727,0.411334596,0.680827205,0.913053318,
Cyt-c-p,1470.52635,-0.506157479,0.694968342,-0.728317318,0.466419364,0.799071122,
VhaSFD,2720.728315,-0.334729474,0.549147355,-0.609543997,0.54216392,0.846438119,
CG31812,59.5942861,8.249538219,2.081267508,3.963708743,7.38E-05,0.001015838,
Prosbeta4,1147.519614,0.873396805,0.988197778,0.883827938,0.376789102,0.729667985,
CG17904,290.1139545,0.342352452,2.023896851,0.169155089,0.865674654,0.971912267,
glu,125.3804686,0.312080615,2.462248296,0.1267462,0.899141278,0.982190729,
LSm7,1092.112087,-1.000625984,0.865403385,-1.156253835,0.247577345,0.589651392,
BuGZ,315.2291803,0.406733185,1.817437878,0.223794821,0.82291696,0.959922149,
yellow-b,643.4893411,2.894507749,1.106388586,2.616176438,0.00889206,0.057345218,
CG13272,799.5627398,3.136797417,1.604699448,1.954756962,0.050611763,0.214025859,
mdy,775.3377342,-2.399799261,1.244501576,-1.928321592,0.053815138,0.22339363,
Cse1,659.0899706,2.399003287,1.771531624,1.354197269,0.17567345,0.486721853,
AspRS-m,178.493889,2.3151807,3.390400425,0.6828635,0.4946931,0.81813009,
CG6115,551.4646707,-0.053309726,0.537938897,-0.099099966,0.921058899,0.983552725,
tweek,52.10469991,9.021424494,3.572183686,2.525464894,NA,NA,
CG12288,414.0468273,-0.226803184,1.786925438,-0.126923698,0.89900079,0.982190729,
ApepP,937.8664898,0.812473259,1.936061532,0.419652602,NA,NA,
Lrch,8.99377377,5.497816707,3.910304176,1.405981852,0.159729514,0.458442423,
CLIP-190,122.2449742,0.778246094,1.752828916,0.443994327,0.657046686,0.902364584,
Rpb11,1571.03008,-0.318828753,0.547117291,-0.582742966,0.560066344,0.853932315,
CG15141,251.6166363,-0.509061341,1.876423816,-0.27129337,0.786165405,0.950839558,
Dif,115.9623161,1.59315058,2.641400105,0.603146254,0.546411398,0.846873687,
dl,197.01038,1.772167714,1.287635053,1.376296575,0.168729833,0.47408889,
BicD,159.1440246,-0.717280783,2.250479571,-0.318723525,0.749936174,0.937499964,
Sgt,718.3258476,0.05681904,0.838712517,0.067745549,0.94598819,0.990190266,
cass,1300.557659,-1.293374614,1.075685393,-1.202372574,0.22921921,0.564031399,
fws,251.6678072,-0.59436881,1.981762549,-0.299919287,0.764238723,0.943936796,
CG5110,247.46239,1.696282471,1.558637502,1.088311085,0.276457798,0.630585541,
GCS2beta,1746.250159,-0.314118123,1.119212002,-0.280660073,0.778971135,0.94975987,
CG5131,173.7811053,1.205802206,2.589836271,0.46559013,0.641508909,0.895674434,
mEFTs,678.830453,-1.248097502,1.799441963,-0.693602532,0.487931505,0.815317705,
CG5674,184.3766712,0.221392422,1.597979936,0.138545182,0.889809564,0.98000761,
CG5758,213.7974504,-3.291791806,2.345243544,-1.403603397,0.160436983,0.458832984,
kel,60.98326568,2.087950727,3.730013226,0.559770328,0.575636105,0.861456564,
Socs36E,109.1104831,1.347839592,1.096623178,1.229081802,0.219041137,0.550694528,
JMJD4,371.7745675,1.029759277,1.536838412,0.670050455,0.502825627,0.820724034,
Fas3,1756.209062,0.096479143,0.429868782,0.22443859,0.822416046,0.959922149,
RpS26,3421.875553,-0.900287553,0.379148099,-2.374501034,0.017572687,0.09735368,
ncm,92.08711321,8.878137678,2.07439952,4.279859107,1.87E-05,0.000315878,
bsf,294.2254431,3.503401706,1.725971865,2.029813913,0.042375458,0.188985541,
CG10283,65.29210035,6.889841198,1.770044664,3.892467427,9.92E-05,0.001307787,
grnd,1267.760125,0.97720822,1.320527313,0.740013638,0.459291719,0.796610422,
Pde11,5.924274494,4.880097602,3.912194386,1.247406729,0.212248401,0.53944402,
CG10413,92.35923167,6.198386053,1.39243542,4.451471114,8.53E-06,0.000163823,
CG10333,62.28242632,9.278888273,2.567474452,3.614013867,0.000301493,0.003356393,
Atac2,269.0265092,-1.171908349,2.170819556,-0.539846044,NA,NA,
CG31751,134.6346864,10.39111392,2.02154413,5.140186538,2.74E-07,8.72E-06,
msl-1,63.37530998,0.448377523,3.070054073,0.146048738,0.883882914,0.977325765,
CG10336,95.69367989,2.168410125,1.97346223,1.098784711,0.271861983,0.624464531,
CG10338,364.4599719,1.384472516,2.866439735,0.482993764,0.629100164,0.890670037,
CG10341,672.8003691,1.225490524,1.263425057,0.969974846,0.332059031,0.686692937,
CG10376,108.9920298,2.639677844,1.969703893,1.340139426,0.18020002,0.494480986,
CG10343,222.8344982,2.271469672,1.977280308,1.148784855,0.250644706,0.594547853,
Jwa,2145.44506,-0.700403984,0.506887173,-1.381774921,0.167040822,0.471589618,
Faf2,956.5955946,-0.957254105,1.150747108,-0.831854452,0.405491104,0.754264782,
Grip71,673.7982986,-1.151102571,1.563780686,-0.736102307,0.461668439,0.798194843,
CG17597,168.578253,1.474085547,1.971307532,0.747770464,0.454598621,0.792854608,
ScpX,784.7234318,0.227486095,0.940692125,0.241828425,0.808913113,0.956942306,
CG10600,188.9528477,3.498676798,2.400562066,1.457440675,0.144994776,0.429359846,
CG10602,1328.861263,-0.984870119,0.728158768,-1.352548596,0.176199884,0.487389608,
mRpL13,118.1218112,0.095307798,1.884856359,0.050565019,NA,NA,
CG10428,12.70561413,2.721882251,3.758278173,0.724236506,0.46892055,0.80148735,
Nedd8,1205.103362,-0.51317605,0.418047089,-1.227555612,0.219613833,0.551191337,
CG10623,289.0363392,-0.951469214,2.561753241,-0.371413296,0.710329724,0.925589207,
L2HGDH,34.62527326,5.063445129,3.776311877,1.340844002,0.179971107,0.494480986,
Swip-1,14.10829586,7.136414989,3.908979219,1.825646694,0.067903497,0.261069294,
CG15168,473.1395948,-0.326219409,0.604878582,-0.53931387,0.5896703,0.868460849,
CG10650,695.1272502,0.294001113,1.520842976,0.193314575,0.846712613,0.967859347,
CG31793,73.77102226,9.523372636,2.520951002,3.777690494,0.000158289,0.001962922,
RpL30,1111.659898,-0.434308903,0.447575159,-0.970359711,0.331867223,0.686647043,
hook,273.5986156,-0.567836487,2.685759945,-0.211424885,NA,NA,
CG31800,538.0100108,-1.564792338,1.171409975,-1.335819544,0.181608263,0.497434004,
mib2,418.410196,11.06446996,1.856125518,5.961056973,2.51E-09,1.38E-07,
Catsup,2482.313599,-0.973758557,0.494988558,-1.967234478,0.049156185,0.209985505,
Ttc19,32.75451982,7.382469876,3.233415517,2.283180073,NA,NA,
Acn,725.5258887,0.478787658,1.72877752,0.276951575,0.781817289,0.950645363,
CG10470,940.864298,-0.501905225,0.422119233,-1.18901293,0.234434579,0.570603087,
l(2)37Bb,184.9670982,0.859351746,2.340193126,0.367214029,0.713459376,0.926378222,
Rpn3,2073.691057,-0.429855049,0.449647997,-0.955981238,0.339081714,0.693742539,
CG10492,6.12988821,2.665490865,3.791680489,0.702984039,0.482065696,0.812304221,
CG10495,200.5515032,0.050941394,2.689533102,0.018940609,NA,NA,
CG10561,83.96832153,9.710062789,2.20450456,4.404646271,1.06E-05,0.000198499,
l(2)37Cc,1653.185016,-0.534549681,0.528746933,-1.010974529,0.312028621,0.66453052,
l(2)37Cb,30.05327743,0.894105342,3.725333485,0.240006793,NA,NA,
l(2)37Cd,95.72537448,1.117635132,1.952752797,0.572338257,0.567092836,0.857128232,
AsnRS,1451.071823,-0.02554316,1.436317342,-0.017783786,0.98581134,0.997642054,
DCTN6-p27,171.3391449,0.164640274,0.863192162,0.190734209,0.848733836,0.968910895,
l(2)37Cg,441.945331,-0.616099763,0.788173097,-0.781680782,0.434402199,0.776294401,
brat,495.4077943,-0.767026123,1.603978551,-0.478202232,0.632506274,0.891789849,
drl,1338.300796,1.198930066,1.44383507,0.830378823,0.406324635,0.75451509,
